"","author","title","words","kind","total","appearance"
"426","Eliot, George","Daniel Deronda","Mendelssohn","location",10,1
"427","Eliot, George","Daniel Deronda","Merry","person",4.52173913043478,23
"428","Eliot, George","Daniel Deronda","Meyerbeer","location",-1,2
"429","Eliot, George","Daniel Deronda","Mill","location",2.22222222222222,18
"430","Eliot, George","Daniel Deronda","Miller","person",1.88888888888889,9
"431","Eliot, George","Daniel Deronda","Milton","person",8.75,4
"432","Eliot, George","Daniel Deronda","Mirah Lapidoth","person",2.04428904428904,429
"433","Eliot, George","Daniel Deronda","Miss Arrowpoint","person",4.48888888888889,45
"434","Eliot, George","Daniel Deronda","Mohammed","person",2,1
"435","Eliot, George","Daniel Deronda","Molly","person",8,1
"436","Eliot, George","Daniel Deronda","Monsieur","person",10,1
"437","Eliot, George","Daniel Deronda","Mont Cenis","location",3,1
"438","Eliot, George","Daniel Deronda","Mordecai","location",2.80344827586207,290
"439","Eliot, George","Daniel Deronda","Mordecai","person",2.80344827586207,290
"440","Eliot, George","Daniel Deronda","Moroni","person",5,1
"441","Eliot, George","Daniel Deronda","Moses","person",3.16666666666667,6
"442","Eliot, George","Daniel Deronda","Mount Nebo","location",-2,1
"443","Eliot, George","Daniel Deronda","Mr Arrowpoint","person",2.72727272727273,11
"444","Eliot, George","Daniel Deronda","Mr Bult","person",2.5,8
"445","Eliot, George","Daniel Deronda","Mr Cohen","person",8.9,10
"446","Eliot, George","Daniel Deronda","Mr Deronda","person",1.6,40
"447","Eliot, George","Daniel Deronda","Mr Fenn","person",121,1
"448","Eliot, George","Daniel Deronda","Mr Fraser","person",7.75,4
"449","Eliot, George","Daniel Deronda","Mr Gascoigne","person",2.46268656716418,67
"450","Eliot, George","Daniel Deronda","Mr Hans Meyrick","person",1.23469387755102,196
"451","Eliot, George","Daniel Deronda","Mr Haynes","person",0.5,2
"452","Eliot, George","Daniel Deronda","Mr Raymond","person",121,1
"453","Eliot, George","Daniel Deronda","Mr Sinker","person",121,1
"454","Eliot, George","Daniel Deronda","Mr Thomas Granmer Lush","person",-0.392857142857143,28
"455","Eliot, George","Daniel Deronda","Mr Vandernoodt","person",8.875,16
"456","Eliot, George","Daniel Deronda","Mrs Adam","person",1.4,5
"457","Eliot, George","Daniel Deronda","Mrs Arrowpoint","person",1.8,35
"458","Eliot, George","Daniel Deronda","Mrs Cohen","person",3.81818181818182,11
"459","Eliot, George","Daniel Deronda","Mrs Fanny Davilow","person",2.32142857142857,168
"460","Eliot, George","Daniel Deronda","Mrs Gadsby","person",-4.66666666666667,3
"461","Eliot, George","Daniel Deronda","Mrs Gascoigne","person",1.21212121212121,33
"462","Eliot, George","Daniel Deronda","Mrs Girdle","person",-0.666666666666667,3
"463","Eliot, George","Daniel Deronda","Mrs Grandcourt","person",5.17391304347826,46
"464","Eliot, George","Daniel Deronda","Mrs Grandcourtbecause","person",15,1
"465","Eliot, George","Daniel Deronda","Mrs Klesmer","person",10,1
"466","Eliot, George","Daniel Deronda","Mrs Lydia Glasher ","person",-0.0363636363636364,55
"467","Eliot, George","Daniel Deronda","Mrs Meyrick","person",2.55555555555556,108
"468","Eliot, George","Daniel Deronda","Mrs Rachel Poyser","person",-1.66666666666667,3
"469","Eliot, George","Daniel Deronda","Mrs Raymond","person",3.8,5
"470","Eliot, George","Daniel Deronda","Mrs Startin","person",-1.5,2
"471","Eliot, George","Daniel Deronda","Mrs Torrington","person",0.555555555555556,9
"472","Eliot, George","Daniel Deronda","Nancy","person",6.6,5
"473","Eliot, George","Daniel Deronda","Nanni","person",-3.33333333333333,3
"474","Eliot, George","Daniel Deronda","Naples","location",1,1
"475","Eliot, George","Daniel Deronda","Napoleon","person",4.625,8
"476","Eliot, George","Daniel Deronda","Nash","person",0,1
"477","Eliot, George","Daniel Deronda","Nelson","person",2,1
"478","Eliot, George","Daniel Deronda","New Light","location",1,7
"479","Eliot, George","Daniel Deronda","New York","location",0,1
"480","Eliot, George","Daniel Deronda","Newton","location",2,2
"481","Eliot, George","Daniel Deronda","Newton","person",2,2
"482","Eliot, George","Daniel Deronda","Nice","location",2.03125,32
"483","Eliot, George","Daniel Deronda","Nick","person",5.33333333333333,6
"484","Eliot, George","Daniel Deronda","Objection","person",-0.275,40
"485","Eliot, George","Daniel Deronda","Oliver","person",3,1
"486","Eliot, George","Daniel Deronda","Oliver Cromwell","person",3,1
"487","Eliot, George","Daniel Deronda","Opera","person",3.375,16
"488","Eliot, George","Daniel Deronda","Palestine","location",12,2
"489","Eliot, George","Daniel Deronda","Paradise","person",-4,2
"490","Eliot, George","Daniel Deronda","Paris","location",0.714285714285714,28
"491","Eliot, George","Daniel Deronda","Park","location",2.85714285714286,21
"492","Eliot, George","Daniel Deronda","Parliament","location",1.63636363636364,11
"493","Eliot, George","Daniel Deronda","Paul","person",2.6,5
"494","Eliot, George","Daniel Deronda","Pennicote","location",4.6,15
"495","Eliot, George","Daniel Deronda","Pepper","person",0,1
"496","Eliot, George","Daniel Deronda","Peru","location",1.75,4
"497","Eliot, George","Daniel Deronda","Peter","person",-1,1
"498","Eliot, George","Daniel Deronda","Pilgrim","person",-4,1
"499","Eliot, George","Daniel Deronda","Pink","person",4.58333333333333,12
"500","Eliot, George","Daniel Deronda","Pliny","location",6,1
"501","Eliot, George","Daniel Deronda","Plutarch","person",4,1
"502","Eliot, George","Daniel Deronda","Poland","location",2,1
"503","Eliot, George","Daniel Deronda","Prague","location",0.5,2
"504","Eliot, George","Daniel Deronda","Prince","location",2.6,35
"505","Eliot, George","Daniel Deronda","Princess HalmEberstein","person",4,4
"506","Eliot, George","Daniel Deronda","Prior","person",-1.25,4
"507","Eliot, George","Daniel Deronda","Providence","location",1.6,5
"508","Eliot, George","Daniel Deronda","Pug","person",1.92592592592593,27
"509","Eliot, George","Daniel Deronda","Raymond","person",15.4,10
"510","Eliot, George","Daniel Deronda","Rebecca","person",14,2
"511","Eliot, George","Daniel Deronda","Rector","location",2.54285714285714,70
"512","Eliot, George","Daniel Deronda","Rex Gascoigne","person",1.61538461538462,143
"513","Eliot, George","Daniel Deronda","Richmond","location",7,1
"514","Eliot, George","Daniel Deronda","Robert","person",12,1
"515","Eliot, George","Daniel Deronda","Robert Bruce","person",12,1
"516","Eliot, George","Daniel Deronda","Robert Brucehe","person",12,1
"517","Eliot, George","Daniel Deronda","Robin Hood","person",-6,1
"518","Eliot, George","Daniel Deronda","Robinson","person",8,1
"519","Eliot, George","Daniel Deronda","Rome","location",3.22222222222222,18
"520","Eliot, George","Daniel Deronda","Rose","person",1.32183908045977,87
"521","Eliot, George","Daniel Deronda","Rossini","person",0,1
"522","Eliot, George","Daniel Deronda","Rosy","person",12,2
"523","Eliot, George","Daniel Deronda","Rotten Row","location",-0.5,2
"524","Eliot, George","Daniel Deronda","Russia","location",3.4,5
"525","Eliot, George","Daniel Deronda","Ryelands","location",-0.2,10
"526","Eliot, George","Daniel Deronda","Saint Anybody","person",9,1
"527","Eliot, George","Daniel Deronda","Saint Cecelia","person",12,1
"528","Eliot, George","Daniel Deronda","Saint Cecilia","person",2,1
"529","Eliot, George","Daniel Deronda","Saint Just","person",6,1
"530","Eliot, George","Daniel Deronda","Sally","person",-1.5,4
"531","Eliot, George","Daniel Deronda","Salt","location",-0.666666666666667,3
"532","Eliot, George","Daniel Deronda","San","location",2.05294117647059,170
"533","Eliot, George","Daniel Deronda","Sara","person",9.66666666666667,3
"534","Eliot, George","Daniel Deronda","Sarah","person",0,1
"535","Eliot, George","Daniel Deronda","Saul","person",-1,2
"536","Eliot, George","Daniel Deronda","Scorn","person",-0.59375,32
"537","Eliot, George","Daniel Deronda","Scotland","location",8,1
"538","Eliot, George","Daniel Deronda","Scott","person",3.66666666666667,3
"539","Eliot, George","Daniel Deronda","Shakespeare","person",0,3
"540","Eliot, George","Daniel Deronda","Shelley","person",0,2
"541","Eliot, George","Daniel Deronda","Sims","person",2,1
"542","Eliot, George","Daniel Deronda","Sir Hugo Mallinger","person",4.81751824817518,274
"543","Eliot, George","Daniel Deronda","Sir Thomas Lawrence","person",30,1
"544","Eliot, George","Daniel Deronda","Solomon","location",48,1
"545","Eliot, George","Daniel Deronda","Solomon","person",48,1
"546","Eliot, George","Daniel Deronda","South","location",3.63636363636364,11
"547","Eliot, George","Daniel Deronda","Spain","location",-0.5,2
"548","Eliot, George","Daniel Deronda","Spezia","location",0,1
"549","Eliot, George","Daniel Deronda","Squire Pelton","person",-3,1
"550","Eliot, George","Daniel Deronda","Staffel","location",-28,1
"551","Eliot, George","Daniel Deronda","Stufenleiter von Leiden","person",-28,1
"552","Eliot, George","Daniel Deronda","Switzerland","location",0,1
"553","Eliot, George","Daniel Deronda","Syria","location",9,1
"554","Eliot, George","Daniel Deronda","Taft","person",0,1
"555","Eliot, George","Daniel Deronda","Tasso","location",-0.25,4
"556","Eliot, George","Daniel Deronda","Thomas","person",30,1
"557","Eliot, George","Daniel Deronda","Thomas Browne","person",3,1
"558","Eliot, George","Daniel Deronda","Thomas Granmer Lush","person",15,1
"559","Eliot, George","Daniel Deronda","Thomas Lawrence","person",30,1
"560","Eliot, George","Daniel Deronda","Trieste","location",3,2
"561","Eliot, George","Daniel Deronda","Venetian","person",1.5,2
"562","Eliot, George","Daniel Deronda","Venice","location",12,1
"563","Eliot, George","Daniel Deronda","Vienna","location",0.5,4
"564","Eliot, George","Daniel Deronda","Washington","location",1,1
"565","Eliot, George","Daniel Deronda","Whig","person",2.66666666666667,3
"566","Eliot, George","Daniel Deronda","Wright","person",0,1
"567","Eliot, George","Daniel Deronda","York","location",0,1
"568","Eliot, George","Daniel Deronda",NA,NA,0.198792486583184,4472
"569","Eliot, George","Felix Holt, the Radical","Adam","person",2,18
"570","Eliot, George","Felix Holt, the Radical","Alps","location",0,1
"571","Eliot, George","Felix Holt, the Radical","Amsterdam","location",6,1
"572","Eliot, George","Felix Holt, the Radical","Amy","person",-1.5,6
"573","Eliot, George","Felix Holt, the Radical","Anna","person",-2.33333333333333,3
"574","Eliot, George","Felix Holt, the Radical","Anne","person",2.5,98
"575","Eliot, George","Felix Holt, the Radical","Annette","person",1.02857142857143,35
"576","Eliot, George","Felix Holt, the Radical","Annette Ledru","person",4,3
"577","Eliot, George","Felix Holt, the Radical","Asia","location",28,1
"578","Eliot, George","Felix Holt, the Radical","Babel","location",4,1
"579","Eliot, George","Felix Holt, the Radical","Baker","person",18,1
"580","Eliot, George","Felix Holt, the Radical","Banks","person",0.25,4
"581","Eliot, George","Felix Holt, the Radical","Baxter","person",-15,1
"582","Eliot, George","Felix Holt, the Radical","Bedford Row","location",-0.333333333333333,3
"583","Eliot, George","Felix Holt, the Radical","Ben","person",3.49056603773585,53
"584","Eliot, George","Felix Holt, the Radical","Benjamin","person",11,2
"585","Eliot, George","Felix Holt, the Radical","Betty Transome","person",20,1
"586","Eliot, George","Felix Holt, the Radical","Bill","person",2.42222222222222,45
"587","Eliot, George","Felix Holt, the Radical","Britain","location",-2,1
"588","Eliot, George","Felix Holt, the Radical","Brother Kemp","person",6.5,4
"589","Eliot, George","Felix Holt, the Radical","Burke","person",10,3
"590","Eliot, George","Felix Holt, the Radical","Burns","person",1,1
"591","Eliot, George","Felix Holt, the Radical","Butler","person",5.46666666666667,15
"592","Eliot, George","Felix Holt, the Radical","Byron","person",0.571428571428571,7
"593","Eliot, George","Felix Holt, the Radical","castle","person",5.25,4
"594","Eliot, George","Felix Holt, the Radical","Charles","person",12,1
"595","Eliot, George","Felix Holt, the Radical","Charlotte","location",28,1
"596","Eliot, George","Felix Holt, the Radical","China","location",6.5,2
"597","Eliot, George","Felix Holt, the Radical","Cliff","person",0.116666666666667,60
"598","Eliot, George","Felix Holt, the Radical","Constantinople","location",4,1
"599","Eliot, George","Felix Holt, the Radical","Daniel","person",3,1
"600","Eliot, George","Felix Holt, the Radical","David","person",9,1
"601","Eliot, George","Felix Holt, the Radical","Devil","location",-1.33333333333333,9
"602","Eliot, George","Felix Holt, the Radical","Devils","location",4,2
"603","Eliot, George","Felix Holt, the Radical","Dick Stubbs","person",1,1
"604","Eliot, George","Felix Holt, the Radical","Dobson","person",1,1
"605","Eliot, George","Felix Holt, the Radical","Dominic","person",2.82142857142857,28
"606","Eliot, George","Felix Holt, the Radical","Dr Lukin","person",3,1
"607","Eliot, George","Felix Holt, the Radical","Dredge","person",-0.1,10
"608","Eliot, George","Felix Holt, the Radical","Durfey","person",0.65,20
"609","Eliot, George","Felix Holt, the Radical","Earl","person",2,72
"610","Eliot, George","Felix Holt, the Radical","earth","location",1.82142857142857,28
"611","Eliot, George","Felix Holt, the Radical","Easter","person",0.2,5
"612","Eliot, George","Felix Holt, the Radical","Eden","person",2.5,6
"613","Eliot, George","Felix Holt, the Radical","Edward","person",0,1
"614","Eliot, George","Felix Holt, the Radical","Egypt","location",0,1
"615","Eliot, George","Felix Holt, the Radical","Elixir","person",2.66666666666667,6
"616","Eliot, George","Felix Holt, the Radical","Elizabeth","person",0,1
"617","Eliot, George","Felix Holt, the Radical","Elizabeth Frys","person",0,1
"618","Eliot, George","Felix Holt, the Radical","Elle","person",3.82608695652174,69
"619","Eliot, George","Felix Holt, the Radical","Ellen","person",7.77777777777778,18
"620","Eliot, George","Felix Holt, the Radical","England","location",2.25,24
"621","Eliot, George","Felix Holt, the Radical","Ephesus","location",15,1
"622","Eliot, George","Felix Holt, the Radical","Episcopacy","person",-1,1
"623","Eliot, George","Felix Holt, the Radical","Esther Lyon","person",1.28351648351648,455
"624","Eliot, George","Felix Holt, the Radical","Eugene Aram","person",21,1
"625","Eliot, George","Felix Holt, the Radical","Europe","location",-1.5,2
"626","Eliot, George","Felix Holt, the Radical","Fanny","person",7,1
"627","Eliot, George","Felix Holt, the Radical","Felix Holt","person",0.910377358490566,424
"628","Eliot, George","Felix Holt, the Radical","Fox","location",2.42857142857143,7
"629","Eliot, George","Felix Holt, the Radical","France","location",-6,4
"630","Eliot, George","Felix Holt, the Radical","Francis","person",1,2
"631","Eliot, George","Felix Holt, the Radical","Francis Burdett","person",1,2
"632","Eliot, George","Felix Holt, the Radical","Fred","person",0,1
"633","Eliot, George","Felix Holt, the Radical","Freeman","person",2,2
"634","Eliot, George","Felix Holt, the Radical","French","location",2.90909090909091,22
"635","Eliot, George","Felix Holt, the Radical","Fresh","location",2.04347826086957,23
"636","Eliot, George","Felix Holt, the Radical","Friend Lambert","person",12,1
"637","Eliot, George","Felix Holt, the Radical","Gappy","person",6,1
"638","Eliot, George","Felix Holt, the Radical","Garstin","location",3.23333333333333,30
"639","Eliot, George","Felix Holt, the Radical","George","person",6,6
"640","Eliot, George","Felix Holt, the Radical","George Whitfield","person",6,1
"641","Eliot, George","Felix Holt, the Radical","Gil","person",7.66666666666667,6
"642","Eliot, George","Felix Holt, the Radical","Goffe","person",0.2,5
"643","Eliot, George","Felix Holt, the Radical","Grant","person",2,6
"644","Eliot, George","Felix Holt, the Radical","Gray","person",2.57575757575758,33
"645","Eliot, George","Felix Holt, the Radical","Guinea","location",4,2
"646","Eliot, George","Felix Holt, the Radical","Gyp","person",2.33333333333333,3
"647","Eliot, George","Felix Holt, the Radical","Hades","location",1,2
"648","Eliot, George","Felix Holt, the Radical","Hanover","location",-0.5,2
"649","Eliot, George","Felix Holt, the Radical","Harriet","person",8,1
"650","Eliot, George","Felix Holt, the Radical","Harry","person",0.742857142857143,35
"651","Eliot, George","Felix Holt, the Radical","Hawkins","person",1.5,2
"652","Eliot, George","Felix Holt, the Radical","Henry","person",0.909090909090909,11
"653","Eliot, George","Felix Holt, the Radical","Henry Scaddon","person",0.8,10
"654","Eliot, George","Felix Holt, the Radical","Henry Scaddonperhaps","person",-15,1
"655","Eliot, George","Felix Holt, the Radical","Here Harold","person",4,1
"656","Eliot, George","Felix Holt, the Radical","Hill","location",1.41176470588235,17
"657","Eliot, George","Felix Holt, the Radical","Howard Transome","person",-1,1
"658","Eliot, George","Felix Holt, the Radical","Howe","person",1.5,66
"659","Eliot, George","Felix Holt, the Radical","Humphrey Davy","person",-10,1
"660","Eliot, George","Felix Holt, the Radical","India","location",6,3
"661","Eliot, George","Felix Holt, the Radical","Israel","location",6,2
"662","Eliot, George","Felix Holt, the Radical","Jack","person",2.2,15
"663","Eliot, George","Felix Holt, the Radical","Jack Lingon","person",3,1
"664","Eliot, George","Felix Holt, the Radical","Jacob","person",2,1
"665","Eliot, George","Felix Holt, the Radical","James Clement","person",7.75,4
"666","Eliot, George","Felix Holt, the Radical","James Putty","person",0,1
"667","Eliot, George","Felix Holt, the Radical","Jason","person",8,1
"668","Eliot, George","Felix Holt, the Radical","Jermyn","person",0.952702702702703,296
"669","Eliot, George","Felix Holt, the Radical","Jerusalem","location",0,1
"670","Eliot, George","Felix Holt, the Radical","John Johnson","person",1.4468085106383,94
"671","Eliot, George","Felix Holt, the Radical","John Justus","person",-3,3
"672","Eliot, George","Felix Holt, the Radical","John Justus Transome","person",-4.5,2
"673","Eliot, George","Felix Holt, the Radical","John Milton","person",15,1
"674","Eliot, George","Felix Holt, the Radical","Joseph","person",2,1
"675","Eliot, George","Felix Holt, the Radical","Jove","person",-0.5,2
"676","Eliot, George","Felix Holt, the Radical","Joy","person",4.15789473684211,57
"677","Eliot, George","Felix Holt, the Radical","Joyce","person",2.66666666666667,3
"678","Eliot, George","Felix Holt, the Radical","Jupiter","location",1,1
"679","Eliot, George","Felix Holt, the Radical","Kemp","person",6.5,4
"680","Eliot, George","Felix Holt, the Radical","Kens","person",2,1
"681","Eliot, George","Felix Holt, the Radical","King Street","location",2.25,8
"682","Eliot, George","Felix Holt, the Radical","Kitty","person",1,1
"683","Eliot, George","Felix Holt, the Radical","Labron","location",-2.2,5
"684","Eliot, George","Felix Holt, the Radical","Ladies","person",4.05,20
"685","Eliot, George","Felix Holt, the Radical","Lane","person",0,20
"686","Eliot, George","Felix Holt, the Radical","Latin","location",0.947368421052632,19
"687","Eliot, George","Felix Holt, the Radical","Latin","person",0.947368421052632,19
"688","Eliot, George","Felix Holt, the Radical","Lawe","person",0,1
"689","Eliot, George","Felix Holt, the Radical","Leo","person",0.5,2
"690","Eliot, George","Felix Holt, the Radical","Little Treby","location",-0.571428571428571,7
"691","Eliot, George","Felix Holt, the Radical","Loamford","location",1.76923076923077,13
"692","Eliot, George","Felix Holt, the Radical","London","location",2.21052631578947,19
"693","Eliot, George","Felix Holt, the Radical","Lord","person",2.30232558139535,43
"694","Eliot, George","Felix Holt, the Radical","Lord Bacon","person",9,1
"695","Eliot, George","Felix Holt, the Radical","Lord Burleigh","person",15,1
"696","Eliot, George","Felix Holt, the Radical","Lord Fortinbras","person",0,1
"697","Eliot, George","Felix Holt, the Radical","Lord Grey","person",0,1
"698","Eliot, George","Felix Holt, the Radical","Lord Jermyn","person",0,1
"699","Eliot, George","Felix Holt, the Radical","Lord Wyvern","person",1,2
"700","Eliot, George","Felix Holt, the Radical","Lords","location",4.6,5
"701","Eliot, George","Felix Holt, the Radical","Louisa Jermyn","person",9.5,2
"702","Eliot, George","Felix Holt, the Radical","Lush","person",1.375,16
"703","Eliot, George","Felix Holt, the Radical","Lyddy","location",1.725,40
"704","Eliot, George","Felix Holt, the Radical","Lyddy","person",1.725,40
"705","Eliot, George","Felix Holt, the Radical","Mab","person",1.5,2
"706","Eliot, George","Felix Holt, the Radical","Malthouse Lane","person",-1.33333333333333,3
"707","Eliot, George","Felix Holt, the Radical","Maria","person",-6,1
"708","Eliot, George","Felix Holt, the Radical","Mark","person",2.58241758241758,91
"709","Eliot, George","Felix Holt, the Radical","Martin","person",0,2
"710","Eliot, George","Felix Holt, the Radical","Marty","person",2,2
"711","Eliot, George","Felix Holt, the Radical","Matthew Henrys Commentary","person",2,1
"712","Eliot, George","Felix Holt, the Radical","Maurice","person",-0.875,16
"713","Eliot, George","Felix Holt, the Radical","Maurice Christian","person",1.53804347826087,184
"714","Eliot, George","Felix Holt, the Radical","Maxum","person",4,1
"715","Eliot, George","Felix Holt, the Radical","Medora","person",-1,1
"716","Eliot, George","Felix Holt, the Radical","Merry","person",6.25,4
"717","Eliot, George","Felix Holt, the Radical","Michael Brincey","person",-3,1
"718","Eliot, George","Felix Holt, the Radical","Michaelmas","location",5.66666666666667,3
"719","Eliot, George","Felix Holt, the Radical","Mike","person",0.8,5
"720","Eliot, George","Felix Holt, the Radical","Mike Brindle","person",2,3
"721","Eliot, George","Felix Holt, the Radical","Mill","location",4,9
"722","Eliot, George","Felix Holt, the Radical","Mill A","person",4,1
"723","Eliot, George","Felix Holt, the Radical","Miller","person",9.5,2
"724","Eliot, George","Felix Holt, the Radical","Milton","person",6.5,2
"725","Eliot, George","Felix Holt, the Radical","Miss Rumor","person",25,1
"726","Eliot, George","Felix Holt, the Radical","Mistress Holt","person",-2,7
"727","Eliot, George","Felix Holt, the Radical","Moses","person",1,1
"728","Eliot, George","Felix Holt, the Radical","Moss","person",1,3
"729","Eliot, George","Felix Holt, the Radical","Mr Ainsworth","person",6,1
"730","Eliot, George","Felix Holt, the Radical","Mr Chubb","person",1.37931034482759,29
"731","Eliot, George","Felix Holt, the Radical","Mr Crowder","person",1.11764705882353,17
"732","Eliot, George","Felix Holt, the Radical","Mr Crowdera","person",4,1
"733","Eliot, George","Felix Holt, the Radical","Mr Debarry","person",1.33333333333333,18
"734","Eliot, George","Felix Holt, the Radical","Mr Filmore","person",1.5,2
"735","Eliot, George","Felix Holt, the Radical","Mr Harold","person",5.05555555555556,18
"736","Eliot, George","Felix Holt, the Radical","Mr Harold Transome","person",1.55720338983051,472
"737","Eliot, George","Felix Holt, the Radical","Mr Holt","person",1.7,20
"738","Eliot, George","Felix Holt, the Radical","Mr Lyon","person",1.32227488151659,211
"739","Eliot, George","Felix Holt, the Radical","Mr Nolan","person",4.1875,16
"740","Eliot, George","Felix Holt, the Radical","Mr Nuttwood","person",1.2,5
"741","Eliot, George","Felix Holt, the Radical","Mr Pendrell","person",-2.25,4
"742","Eliot, George","Felix Holt, the Radical","Mr Pink","person",2.4,10
"743","Eliot, George","Felix Holt, the Radical","Mr Pitt","person",4,1
"744","Eliot, George","Felix Holt, the Radical","Mr Rose","person",13,3
"745","Eliot, George","Felix Holt, the Radical","Mr Salt","person",0,1
"746","Eliot, George","Felix Holt, the Radical","Mr Scaddon","person",0,1
"747","Eliot, George","Felix Holt, the Radical","Mr Scales","person",4.73684210526316,19
"748","Eliot, George","Felix Holt, the Radical","Mr Sims","person",1.33333333333333,3
"749","Eliot, George","Felix Holt, the Radical","Mr Sircome","person",3.33333333333333,9
"750","Eliot, George","Felix Holt, the Radical","Mr Transome","person",1.16326530612245,49
"751","Eliot, George","Felix Holt, the Radical","Mr Wace","person",0.608695652173913,23
"752","Eliot, George","Felix Holt, the Radical","Mr Wesley","person",15,1
"753","Eliot, George","Felix Holt, the Radical","Mrs Hickes","person",2,3
"754","Eliot, George","Felix Holt, the Radical","Mrs Holt","person",2.94366197183099,71
"755","Eliot, George","Felix Holt, the Radical","Mrs Muscat","person",3.25,8
"756","Eliot, George","Felix Holt, the Radical","Mrs Tiliot","person",2.5,8
"757","Eliot, George","Felix Holt, the Radical","Mrs Transome","person",1.03311258278146,151
"758","Eliot, George","Felix Holt, the Radical","Nancy","person",2,1
"759","Eliot, George","Felix Holt, the Radical","Naples","location",0.333333333333333,3
"760","Eliot, George","Felix Holt, the Radical","Napoleon","person",0,1
"761","Eliot, George","Felix Holt, the Radical","Nice","location",0.5,18
"762","Eliot, George","Felix Holt, the Radical","Nick","person",0.2,5
"763","Eliot, George","Felix Holt, the Radical","North Loamshire","location",3.2,20
"764","Eliot, George","Felix Holt, the Radical","Objection","person",0.416666666666667,12
"765","Eliot, George","Felix Holt, the Radical","Old Market","location",12,1
"766","Eliot, George","Felix Holt, the Radical","Opera","person",2.5,8
"767","Eliot, George","Felix Holt, the Radical","Paradise","person",7.16666666666667,6
"768","Eliot, George","Felix Holt, the Radical","Paris","location",2.32258064516129,31
"769","Eliot, George","Felix Holt, the Radical","Park","location",1.3030303030303,33
"770","Eliot, George","Felix Holt, the Radical","Park Street","location",-1,3
"771","Eliot, George","Felix Holt, the Radical","Parliament","location",1.42424242424242,33
"772","Eliot, George","Felix Holt, the Radical","Paul","person",4.33333333333333,3
"773","Eliot, George","Felix Holt, the Radical","Peggy","person",0,1
"774","Eliot, George","Felix Holt, the Radical","Pepper","person",2,2
"775","Eliot, George","Felix Holt, the Radical","Peter","person",7.66666666666667,3
"776","Eliot, George","Felix Holt, the Radical","Peter Garstin","person",1.5,2
"777","Eliot, George","Felix Holt, the Radical","Peter Lely","person",20,1
"778","Eliot, George","Felix Holt, the Radical","Philip Debarry","person",0.977777777777778,45
"779","Eliot, George","Felix Holt, the Radical","Pilgrim","person",-0.5,2
"780","Eliot, George","Felix Holt, the Radical","Pills","person",0.142857142857143,7
"781","Eliot, George","Felix Holt, the Radical","Pink","person",3.41666666666667,12
"782","Eliot, George","Felix Holt, the Radical","Pluto","person",12,1
"783","Eliot, George","Felix Holt, the Radical","Pollard","person",2,2
"784","Eliot, George","Felix Holt, the Radical","Pratt","person",0.769230769230769,26
"785","Eliot, George","Felix Holt, the Radical","Prince","location",9.33333333333333,3
"786","Eliot, George","Felix Holt, the Radical","Prior","person",0.5,2
"787","Eliot, George","Felix Holt, the Radical","Providence","location",3.57142857142857,14
"788","Eliot, George","Felix Holt, the Radical","Pug","person",4.6,5
"789","Eliot, George","Felix Holt, the Radical","Putty","person",4.25,12
"790","Eliot, George","Felix Holt, the Radical","Queens","location",-3,1
"791","Eliot, George","Felix Holt, the Radical","Rector","location",2,61
"792","Eliot, George","Felix Holt, the Radical","Rev John Lingon","person",0.655172413793103,29
"793","Eliot, George","Felix Holt, the Radical","Richard","person",-7,2
"794","Eliot, George","Felix Holt, the Radical","Richard Baxter","person",-15,1
"795","Eliot, George","Felix Holt, the Radical","Robert","person",-20,1
"796","Eliot, George","Felix Holt, the Radical","Robert Peel","person",-20,1
"797","Eliot, George","Felix Holt, the Radical","Rome","location",3,1
"798","Eliot, George","Felix Holt, the Radical","Rose","person",3.48888888888889,45
"799","Eliot, George","Felix Holt, the Radical","Rufus Lyon","person",4.11764705882353,17
"800","Eliot, George","Felix Holt, the Radical","Russia","location",6,1
"801","Eliot, George","Felix Holt, the Radical","Sacred Grove","location",0,1
"802","Eliot, George","Felix Holt, the Radical","Saint Jean","person",1,1
"803","Eliot, George","Felix Holt, the Radical","Saint John","person",-5,1
"804","Eliot, George","Felix Holt, the Radical","Saint John wished","person",-5,1
"805","Eliot, George","Felix Holt, the Radical","Saint Theresa","person",0,1
"806","Eliot, George","Felix Holt, the Radical","Saint Theresas","person",0,1
"807","Eliot, George","Felix Holt, the Radical","Sally","person",4,1
"808","Eliot, George","Felix Holt, the Radical","Salt","location",2.57142857142857,7
"809","Eliot, George","Felix Holt, the Radical","San","location",2.20472440944882,127
"810","Eliot, George","Felix Holt, the Radical","Sara","person",4.5,2
"811","Eliot, George","Felix Holt, the Radical","Saul","person",0.5,12
"812","Eliot, George","Felix Holt, the Radical","Scales","person",3.33333333333333,36
"813","Eliot, George","Felix Holt, the Radical","Scorn","person",-0.56,25
"814","Eliot, George","Felix Holt, the Radical","Scott","person",6,1
"815","Eliot, George","Felix Holt, the Radical","Selina","person",8.5,4
"816","Eliot, George","Felix Holt, the Radical","Seth","person",-8,2
"817","Eliot, George","Felix Holt, the Radical","Shakespeare","person",-2,1
"818","Eliot, George","Felix Holt, the Radical","Sims","person",1.33333333333333,3
"819","Eliot, George","Felix Holt, the Radical","Sir James","person",7.75,4
"820","Eliot, George","Felix Holt, the Radical","Sir Maximus Debarry","person",4.30645161290323,62
"821","Eliot, George","Felix Holt, the Radical","Sir Thomas Lawrence","person",20,1
