"","author","title","sentence_nr","words","kind","anger","anticipation","disgust","fear","joy","negative","positive","sadness","surprise","trust","sentiment"
"3165","Gaskell, Elizabeth Cleghorn","Mary Barton",2164,"Jem","location",0,0,0,0,0,0,4,0,0,0,4
"3166","Gaskell, Elizabeth Cleghorn","Mary Barton",2164,"Lent","person",0,0,0,0,0,0,4,0,0,0,4
"3167","Gaskell, Elizabeth Cleghorn","Mary Barton",2165,"Jem","person",0,0,0,0,3,6,9,0,0,3,3
"3168","Gaskell, Elizabeth Cleghorn","Mary Barton",2165,"Jem","location",0,0,0,0,3,6,9,0,0,3,3
"3169","Gaskell, Elizabeth Cleghorn","Mary Barton",2165,"King","person",0,0,0,0,3,6,9,0,0,3,3
"3170","Gaskell, Elizabeth Cleghorn","Mary Barton",2166,"Mary","person",0,0,0,5,5,5,5,0,0,5,0
"3171","Gaskell, Elizabeth Cleghorn","Mary Barton",2166,"Jem","person",0,0,0,5,5,5,5,0,0,5,0
"3172","Gaskell, Elizabeth Cleghorn","Mary Barton",2166,"Jem","location",0,0,0,5,5,5,5,0,0,5,0
"3173","Gaskell, Elizabeth Cleghorn","Mary Barton",2166,"Mary","location",0,0,0,5,5,5,5,0,0,5,0
"3174","Gaskell, Elizabeth Cleghorn","Mary Barton",2166,"Ann","person",0,0,0,5,5,5,5,0,0,5,0
"3175","Gaskell, Elizabeth Cleghorn","Mary Barton",2167,"Ann","person",0,1,0,0,1,1,1,1,0,1,0
"3176","Gaskell, Elizabeth Cleghorn","Mary Barton",2168,NA,NA,0,1,0,1,1,0,2,0,1,1,2
"3177","Gaskell, Elizabeth Cleghorn","Mary Barton",2169,NA,NA,1,0,1,1,0,1,1,1,0,0,0
"3178","Gaskell, Elizabeth Cleghorn","Mary Barton",2170,"Mary","person",4,0,0,4,0,0,0,0,0,0,0
"3179","Gaskell, Elizabeth Cleghorn","Mary Barton",2170,"Jem","person",4,0,0,4,0,0,0,0,0,0,0
"3180","Gaskell, Elizabeth Cleghorn","Mary Barton",2170,"Jem","location",4,0,0,4,0,0,0,0,0,0,0
"3181","Gaskell, Elizabeth Cleghorn","Mary Barton",2170,"Mary","location",4,0,0,4,0,0,0,0,0,0,0
"3182","Gaskell, Elizabeth Cleghorn","Mary Barton",2171,"Mary","person",0,4,0,0,0,8,0,4,0,0,-8
"3183","Gaskell, Elizabeth Cleghorn","Mary Barton",2171,"Jem","person",0,4,0,0,0,8,0,4,0,0,-8
"3184","Gaskell, Elizabeth Cleghorn","Mary Barton",2171,"Jem","location",0,4,0,0,0,8,0,4,0,0,-8
"3185","Gaskell, Elizabeth Cleghorn","Mary Barton",2171,"Mary","location",0,4,0,0,0,8,0,4,0,0,-8
"3186","Gaskell, Elizabeth Cleghorn","Mary Barton",2172,"Alice","person",0,0,0,0,0,0,14,0,0,7,14
"3187","Gaskell, Elizabeth Cleghorn","Mary Barton",2172,"Mary","person",0,0,0,0,0,0,14,0,0,7,14
"3188","Gaskell, Elizabeth Cleghorn","Mary Barton",2172,"Jem","person",0,0,0,0,0,0,14,0,0,7,14
"3189","Gaskell, Elizabeth Cleghorn","Mary Barton",2172,"Jem","location",0,0,0,0,0,0,14,0,0,7,14
"3190","Gaskell, Elizabeth Cleghorn","Mary Barton",2172,"Aunt","person",0,0,0,0,0,0,14,0,0,7,14
"3191","Gaskell, Elizabeth Cleghorn","Mary Barton",2172,"Mary","location",0,0,0,0,0,0,14,0,0,7,14
"3192","Gaskell, Elizabeth Cleghorn","Mary Barton",2172,"Aunt Alice","person",0,0,0,0,0,0,14,0,0,7,14
"3193","Gaskell, Elizabeth Cleghorn","Mary Barton",2173,"Molly Gibson","person",0,0,0,3,0,6,3,3,0,6,-3
"3194","Gaskell, Elizabeth Cleghorn","Mary Barton",2173,"Molly","person",0,0,0,3,0,6,3,3,0,6,-3
"3195","Gaskell, Elizabeth Cleghorn","Mary Barton",2173,"King","person",0,0,0,3,0,6,3,3,0,6,-3
"3196","Gaskell, Elizabeth Cleghorn","Mary Barton",2174,"Jem","person",0,0,0,0,0,0,0,0,0,3,0
"3197","Gaskell, Elizabeth Cleghorn","Mary Barton",2174,"Jem","location",0,0,0,0,0,0,0,0,0,3,0
"3198","Gaskell, Elizabeth Cleghorn","Mary Barton",2174,"King","person",0,0,0,0,0,0,0,0,0,3,0
"3199","Gaskell, Elizabeth Cleghorn","Mary Barton",2175,"Mary","person",0,3,0,0,3,0,3,0,0,0,3
"3200","Gaskell, Elizabeth Cleghorn","Mary Barton",2175,"Don","person",0,3,0,0,3,0,3,0,0,0,3
"3201","Gaskell, Elizabeth Cleghorn","Mary Barton",2175,"Mary","location",0,3,0,0,3,0,3,0,0,0,3
"3202","Gaskell, Elizabeth Cleghorn","Mary Barton",2176,"Mary","person",0,5,0,0,5,0,10,0,0,5,10
"3203","Gaskell, Elizabeth Cleghorn","Mary Barton",2176,"Molly Gibson","person",0,5,0,0,5,0,10,0,0,5,10
"3204","Gaskell, Elizabeth Cleghorn","Mary Barton",2176,"Mary","location",0,5,0,0,5,0,10,0,0,5,10
"3205","Gaskell, Elizabeth Cleghorn","Mary Barton",2176,"Molly","person",0,5,0,0,5,0,10,0,0,5,10
"3206","Gaskell, Elizabeth Cleghorn","Mary Barton",2176,"Hope","location",0,5,0,0,5,0,10,0,0,5,10
"3207","Gaskell, Elizabeth Cleghorn","Mary Barton",2178,NA,NA,0,0,0,0,1,0,2,0,0,1,2
"3208","Gaskell, Elizabeth Cleghorn","Mary Barton",2180,"Mary","person",0,2,0,0,2,0,2,0,0,0,2
"3209","Gaskell, Elizabeth Cleghorn","Mary Barton",2180,"Mary","location",0,2,0,0,2,0,2,0,0,0,2
"3210","Gaskell, Elizabeth Cleghorn","Mary Barton",2181,"Bel","person",1,0,0,0,0,1,0,0,0,0,-1
"3211","Gaskell, Elizabeth Cleghorn","Mary Barton",2182,"Alice","person",0,0,0,0,0,0,3,3,0,0,3
"3212","Gaskell, Elizabeth Cleghorn","Mary Barton",2182,"Mrs Wilson","person",0,0,0,0,0,0,3,3,0,0,3
"3213","Gaskell, Elizabeth Cleghorn","Mary Barton",2182,"Wilson","person",0,0,0,0,0,0,3,3,0,0,3
"3214","Gaskell, Elizabeth Cleghorn","Mary Barton",2183,"Alice","person",0,0,0,0,0,0,4,0,4,0,4
"3215","Gaskell, Elizabeth Cleghorn","Mary Barton",2183,"Mary","person",0,0,0,0,0,0,4,0,4,0,4
"3216","Gaskell, Elizabeth Cleghorn","Mary Barton",2183,"Dear","person",0,0,0,0,0,0,4,0,4,0,4
"3217","Gaskell, Elizabeth Cleghorn","Mary Barton",2183,"Mary","location",0,0,0,0,0,0,4,0,4,0,4
"3218","Gaskell, Elizabeth Cleghorn","Mary Barton",2184,"Dear","person",1,0,0,0,0,1,1,0,0,0,0
"3219","Gaskell, Elizabeth Cleghorn","Mary Barton",2185,"Pray God","person",0,6,0,6,6,0,9,0,3,9,9
"3220","Gaskell, Elizabeth Cleghorn","Mary Barton",2185,"Pray","person",0,6,0,6,6,0,9,0,3,9,9
"3221","Gaskell, Elizabeth Cleghorn","Mary Barton",2185,"God","location",0,6,0,6,6,0,9,0,3,9,9
"3222","Gaskell, Elizabeth Cleghorn","Mary Barton",2186,"Jane","person",2,2,2,0,4,6,4,6,2,2,-2
"3223","Gaskell, Elizabeth Cleghorn","Mary Barton",2186,"Fields","person",2,2,2,0,4,6,4,6,2,2,-2
"3224","Gaskell, Elizabeth Cleghorn","Mary Barton",2187,NA,NA,0,0,0,0,1,0,1,0,0,0,1
"3225","Gaskell, Elizabeth Cleghorn","Mary Barton",2188,"Jane","person",1,1,1,1,1,1,1,1,0,1,0
"3226","Gaskell, Elizabeth Cleghorn","Mary Barton",2189,NA,NA,2,0,1,1,0,2,0,2,0,0,-2
"3227","Gaskell, Elizabeth Cleghorn","Mary Barton",2190,NA,NA,0,0,0,0,0,0,0,0,1,0,0
"3228","Gaskell, Elizabeth Cleghorn","Mary Barton",2191,"Mary","person",0,0,0,0,20,10,25,0,5,5,15
"3229","Gaskell, Elizabeth Cleghorn","Mary Barton",2191,"Jane","person",0,0,0,0,20,10,25,0,5,5,15
"3230","Gaskell, Elizabeth Cleghorn","Mary Barton",2191,"Wilson","person",0,0,0,0,20,10,25,0,5,5,15
"3231","Gaskell, Elizabeth Cleghorn","Mary Barton",2191,"Jane Wilson","person",0,0,0,0,20,10,25,0,5,5,15
"3232","Gaskell, Elizabeth Cleghorn","Mary Barton",2191,"Mary","location",0,0,0,0,20,10,25,0,5,5,15
"3233","Gaskell, Elizabeth Cleghorn","Mary Barton",2192,"Jem","person",0,3,0,3,0,3,0,0,0,0,-3
"3234","Gaskell, Elizabeth Cleghorn","Mary Barton",2192,"Howe","person",0,3,0,3,0,3,0,0,0,0,-3
"3235","Gaskell, Elizabeth Cleghorn","Mary Barton",2192,"Jem","location",0,3,0,3,0,3,0,0,0,0,-3
"3236","Gaskell, Elizabeth Cleghorn","Mary Barton",2193,NA,NA,0,0,0,0,0,0,1,0,0,1,1
"3237","Gaskell, Elizabeth Cleghorn","Mary Barton",2198,"Mary","person",0,0,0,0,6,0,12,0,0,6,12
"3238","Gaskell, Elizabeth Cleghorn","Mary Barton",2198,"Don","person",0,0,0,0,6,0,12,0,0,6,12
"3239","Gaskell, Elizabeth Cleghorn","Mary Barton",2198,"Mr Carson","person",0,0,0,0,6,0,12,0,0,6,12
"3240","Gaskell, Elizabeth Cleghorn","Mary Barton",2198,"Mary","location",0,0,0,0,6,0,12,0,0,6,12
"3241","Gaskell, Elizabeth Cleghorn","Mary Barton",2198,"Carson","location",0,0,0,0,6,0,12,0,0,6,12
"3242","Gaskell, Elizabeth Cleghorn","Mary Barton",2198,"Carson","person",0,0,0,0,6,0,12,0,0,6,12
"3243","Gaskell, Elizabeth Cleghorn","Mary Barton",2199,"John Barton","person",0,0,4,0,0,4,0,0,0,0,-4
"3244","Gaskell, Elizabeth Cleghorn","Mary Barton",2199,"Barton","person",0,0,4,0,0,4,0,0,0,0,-4
"3245","Gaskell, Elizabeth Cleghorn","Mary Barton",2199,"John","person",0,0,4,0,0,4,0,0,0,0,-4
"3246","Gaskell, Elizabeth Cleghorn","Mary Barton",2199,"Bel","person",0,0,4,0,0,4,0,0,0,0,-4
"3247","Gaskell, Elizabeth Cleghorn","Mary Barton",2200,NA,NA,0,0,0,0,0,1,0,1,0,0,-1
"3248","Gaskell, Elizabeth Cleghorn","Mary Barton",2201,"Chase","person",1,0,1,1,0,1,1,2,0,0,0
"3249","Gaskell, Elizabeth Cleghorn","Mary Barton",2202,NA,NA,1,0,1,2,0,3,0,3,0,0,-3
"3250","Gaskell, Elizabeth Cleghorn","Mary Barton",2203,NA,NA,0,0,0,0,0,1,0,0,0,0,-1
"3251","Gaskell, Elizabeth Cleghorn","Mary Barton",2204,NA,NA,0,0,1,1,0,1,0,1,0,1,-1
"3252","Gaskell, Elizabeth Cleghorn","Mary Barton",2205,NA,NA,2,0,1,1,0,5,1,1,0,1,-4
"3253","Gaskell, Elizabeth Cleghorn","Mary Barton",2206,"Light","location",1,1,0,1,1,1,1,0,1,1,0
"3254","Gaskell, Elizabeth Cleghorn","Mary Barton",2207,"King","person",0,0,0,0,0,2,0,2,0,0,-2
"3255","Gaskell, Elizabeth Cleghorn","Mary Barton",2207,"Light","location",0,0,0,0,0,2,0,2,0,0,-2
"3256","Gaskell, Elizabeth Cleghorn","Mary Barton",2208,NA,NA,0,0,1,2,0,1,1,0,0,1,0
"3257","Gaskell, Elizabeth Cleghorn","Mary Barton",2211,"Light","location",0,0,0,0,0,1,0,0,0,0,-1
"3258","Gaskell, Elizabeth Cleghorn","Mary Barton",2212,"Light","location",1,0,0,1,0,2,1,1,0,0,-1
"3259","Gaskell, Elizabeth Cleghorn","Mary Barton",2213,"King","person",1,0,1,0,0,2,1,0,0,0,-1
"3260","Gaskell, Elizabeth Cleghorn","Mary Barton",2214,NA,NA,0,0,0,0,0,0,1,0,0,1,1
"3261","Gaskell, Elizabeth Cleghorn","Mary Barton",2218,NA,NA,0,0,0,1,0,1,1,1,0,1,0
"3262","Gaskell, Elizabeth Cleghorn","Mary Barton",2221,NA,NA,1,0,0,1,0,1,0,1,0,0,-1
"3263","Gaskell, Elizabeth Cleghorn","Mary Barton",2222,"Esther","person",8,12,4,4,8,8,12,8,12,8,4
"3264","Gaskell, Elizabeth Cleghorn","Mary Barton",2222,"Esther","location",8,12,4,4,8,8,12,8,12,8,4
"3265","Gaskell, Elizabeth Cleghorn","Mary Barton",2222,"Death","location",8,12,4,4,8,8,12,8,12,8,4
"3266","Gaskell, Elizabeth Cleghorn","Mary Barton",2222,"Light","location",8,12,4,4,8,8,12,8,12,8,4
"3267","Gaskell, Elizabeth Cleghorn","Mary Barton",2223,NA,NA,1,0,1,1,0,2,0,0,0,0,-2
"3268","Gaskell, Elizabeth Cleghorn","Mary Barton",2224,NA,NA,0,1,0,0,0,0,2,0,0,1,2
"3269","Gaskell, Elizabeth Cleghorn","Mary Barton",2226,"John","person",0,1,1,0,1,1,1,0,0,2,0
"3270","Gaskell, Elizabeth Cleghorn","Mary Barton",2229,NA,NA,1,4,0,0,3,2,3,2,2,1,1
"3271","Gaskell, Elizabeth Cleghorn","Mary Barton",2230,NA,NA,0,0,0,0,0,0,1,0,0,0,1
"3272","Gaskell, Elizabeth Cleghorn","Mary Barton",2231,"John","person",0,0,1,0,0,1,1,0,0,0,0
"3273","Gaskell, Elizabeth Cleghorn","Mary Barton",2233,"Bel","person",0,0,0,1,1,1,1,1,0,0,0
"3274","Gaskell, Elizabeth Cleghorn","Mary Barton",2234,NA,NA,1,1,1,1,2,1,2,1,1,1,1
"3275","Gaskell, Elizabeth Cleghorn","Mary Barton",2235,NA,NA,0,0,0,0,0,0,1,0,0,0,1
"3276","Gaskell, Elizabeth Cleghorn","Mary Barton",2237,NA,NA,1,0,1,1,0,1,0,1,0,0,-1
"3277","Gaskell, Elizabeth Cleghorn","Mary Barton",2238,"King","person",0,0,0,2,0,2,0,1,1,0,-2
"3278","Gaskell, Elizabeth Cleghorn","Mary Barton",2239,"Una","location",1,0,1,1,0,5,0,3,1,0,-5
"3279","Gaskell, Elizabeth Cleghorn","Mary Barton",2240,"Esther","person",0,2,0,4,0,6,4,2,0,2,-2
"3280","Gaskell, Elizabeth Cleghorn","Mary Barton",2240,"Esther","location",0,2,0,4,0,6,4,2,0,2,-2
"3281","Gaskell, Elizabeth Cleghorn","Mary Barton",2241,NA,NA,1,1,1,2,0,2,0,2,0,0,-2
"3282","Gaskell, Elizabeth Cleghorn","Mary Barton",2242,"Sam","person",1,1,0,1,0,2,0,0,0,0,-2
"3283","Gaskell, Elizabeth Cleghorn","Mary Barton",2243,NA,NA,0,1,0,1,0,1,0,0,1,1,-1
"3284","Gaskell, Elizabeth Cleghorn","Mary Barton",2244,"Mary","person",0,3,0,0,6,0,6,0,0,3,6
"3285","Gaskell, Elizabeth Cleghorn","Mary Barton",2244,"Mary","location",0,3,0,0,6,0,6,0,0,3,6
"3286","Gaskell, Elizabeth Cleghorn","Mary Barton",2244,"Hall","person",0,3,0,0,6,0,6,0,0,3,6
"3287","Gaskell, Elizabeth Cleghorn","Mary Barton",2246,NA,NA,1,0,3,1,0,3,0,1,0,0,-3
"3288","Gaskell, Elizabeth Cleghorn","Mary Barton",2247,NA,NA,0,0,0,0,1,0,1,0,0,1,1
"3289","Gaskell, Elizabeth Cleghorn","Mary Barton",2248,"Hall","person",0,0,0,0,1,0,1,0,0,1,1
"3290","Gaskell, Elizabeth Cleghorn","Mary Barton",2249,NA,NA,0,1,0,2,0,0,0,0,0,0,0
"3291","Gaskell, Elizabeth Cleghorn","Mary Barton",2250,"God","location",0,1,0,2,1,1,1,0,0,1,0
"3292","Gaskell, Elizabeth Cleghorn","Mary Barton",2251,"Pray","person",1,1,1,2,1,1,1,1,1,1,0
"3293","Gaskell, Elizabeth Cleghorn","Mary Barton",2252,NA,NA,0,0,0,1,0,1,0,0,0,0,-1
"3294","Gaskell, Elizabeth Cleghorn","Mary Barton",2253,"Hall","person",0,0,0,0,1,0,1,0,0,1,1
"3295","Gaskell, Elizabeth Cleghorn","Mary Barton",2257,NA,NA,1,0,0,1,0,2,1,1,0,1,-1
"3296","Gaskell, Elizabeth Cleghorn","Mary Barton",2258,NA,NA,0,2,0,0,0,0,0,0,0,0,0
"3297","Gaskell, Elizabeth Cleghorn","Mary Barton",2262,"Mary","person",3,3,3,6,3,6,3,6,3,3,-3
"3298","Gaskell, Elizabeth Cleghorn","Mary Barton",2262,"Mary","location",3,3,3,6,3,6,3,6,3,3,-3
"3299","Gaskell, Elizabeth Cleghorn","Mary Barton",2262,"Peace","person",3,3,3,6,3,6,3,6,3,3,-3
"3300","Gaskell, Elizabeth Cleghorn","Mary Barton",2263,NA,NA,0,0,0,0,1,1,1,1,1,1,0
"3301","Gaskell, Elizabeth Cleghorn","Mary Barton",2264,NA,NA,1,0,1,0,1,2,3,0,0,3,1
"3302","Gaskell, Elizabeth Cleghorn","Mary Barton",2266,"Barton","person",0,0,3,3,0,3,0,0,0,0,-3
"3303","Gaskell, Elizabeth Cleghorn","Mary Barton",2266,"Esther","person",0,0,3,3,0,3,0,0,0,0,-3
"3304","Gaskell, Elizabeth Cleghorn","Mary Barton",2266,"Esther","location",0,0,3,3,0,3,0,0,0,0,-3
"3305","Gaskell, Elizabeth Cleghorn","Mary Barton",2267,"Ann","person",0,1,0,0,0,0,1,0,0,1,1
"3306","Gaskell, Elizabeth Cleghorn","Mary Barton",2268,"Bel","person",0,0,0,0,0,0,1,0,0,1,1
"3307","Gaskell, Elizabeth Cleghorn","Mary Barton",2269,"Aunt","person",3,0,1,4,0,5,1,4,0,0,-4
"3308","Gaskell, Elizabeth Cleghorn","Mary Barton",2270,NA,NA,0,1,0,0,0,1,1,1,0,0,0
"3309","Gaskell, Elizabeth Cleghorn","Mary Barton",2271,NA,NA,1,0,0,1,0,2,1,1,0,1,-1
"3310","Gaskell, Elizabeth Cleghorn","Mary Barton",2272,NA,NA,1,0,0,0,0,1,0,0,0,0,-1
"3311","Gaskell, Elizabeth Cleghorn","Mary Barton",2273,"Esther","person",0,0,0,0,4,0,4,0,0,4,4
"3312","Gaskell, Elizabeth Cleghorn","Mary Barton",2273,"Esther","location",0,0,0,0,4,0,4,0,0,4,4
"3313","Gaskell, Elizabeth Cleghorn","Mary Barton",2273,"Hope","location",0,0,0,0,4,0,4,0,0,4,4
"3314","Gaskell, Elizabeth Cleghorn","Mary Barton",2273,"Bel","person",0,0,0,0,4,0,4,0,0,4,4
"3315","Gaskell, Elizabeth Cleghorn","Mary Barton",2274,NA,NA,0,0,0,0,0,1,3,1,1,2,2
"3316","Gaskell, Elizabeth Cleghorn","Mary Barton",2275,"earth","location",2,0,0,2,2,2,2,2,0,4,0
"3317","Gaskell, Elizabeth Cleghorn","Mary Barton",2275,"Earth","location",2,0,0,2,2,2,2,2,0,4,0
"3318","Gaskell, Elizabeth Cleghorn","Mary Barton",2277,NA,NA,0,1,0,1,0,0,0,1,0,0,0
"3319","Gaskell, Elizabeth Cleghorn","Mary Barton",2279,NA,NA,3,0,3,1,0,3,1,2,0,0,-2
"3320","Gaskell, Elizabeth Cleghorn","Mary Barton",2280,"Mary","person",6,12,0,3,0,12,3,0,0,6,-9
"3321","Gaskell, Elizabeth Cleghorn","Mary Barton",2280,"Aunt","person",6,12,0,3,0,12,3,0,0,6,-9
"3322","Gaskell, Elizabeth Cleghorn","Mary Barton",2280,"Mary","location",6,12,0,3,0,12,3,0,0,6,-9
"3323","Gaskell, Elizabeth Cleghorn","Mary Barton",2281,"Mark","person",0,1,0,1,0,1,2,0,0,0,1
"3324","Gaskell, Elizabeth Cleghorn","Mary Barton",2283,NA,NA,0,0,0,0,0,1,0,1,0,0,-1
"3325","Gaskell, Elizabeth Cleghorn","Mary Barton",2284,NA,NA,1,0,1,0,0,2,1,0,0,0,-1
"3326","Gaskell, Elizabeth Cleghorn","Mary Barton",2285,"Dear","person",4,4,4,4,6,4,14,4,2,10,10
"3327","Gaskell, Elizabeth Cleghorn","Mary Barton",2285,"Bel","person",4,4,4,4,6,4,14,4,2,10,10
"3328","Gaskell, Elizabeth Cleghorn","Mary Barton",2286,"Mary","person",0,0,0,0,0,0,0,0,0,2,0
"3329","Gaskell, Elizabeth Cleghorn","Mary Barton",2286,"Mary","location",0,0,0,0,0,0,0,0,0,2,0
"3330","Gaskell, Elizabeth Cleghorn","Mary Barton",2287,"Esther","person",6,3,3,9,0,9,0,3,0,0,-9
"3331","Gaskell, Elizabeth Cleghorn","Mary Barton",2287,"Don","person",6,3,3,9,0,9,0,3,0,0,-9
"3332","Gaskell, Elizabeth Cleghorn","Mary Barton",2287,"Esther","location",6,3,3,9,0,9,0,3,0,0,-9
"3333","Gaskell, Elizabeth Cleghorn","Mary Barton",2290,"Jem Wilson","person",0,4,0,4,4,0,4,0,4,4,4
"3334","Gaskell, Elizabeth Cleghorn","Mary Barton",2290,"Wilson","person",0,4,0,4,4,0,4,0,4,4,4
"3335","Gaskell, Elizabeth Cleghorn","Mary Barton",2290,"Jem","person",0,4,0,4,4,0,4,0,4,4,4
"3336","Gaskell, Elizabeth Cleghorn","Mary Barton",2290,"Jem","location",0,4,0,4,4,0,4,0,4,4,4
"3337","Gaskell, Elizabeth Cleghorn","Mary Barton",2291,"Lent","person",0,0,0,0,0,0,1,0,0,0,1
"3338","Gaskell, Elizabeth Cleghorn","Mary Barton",2292,"Mary","person",0,0,0,3,0,3,0,0,0,0,-3
"3339","Gaskell, Elizabeth Cleghorn","Mary Barton",2292,"Mary","location",0,0,0,3,0,3,0,0,0,0,-3
"3340","Gaskell, Elizabeth Cleghorn","Mary Barton",2292,"Light","location",0,0,0,3,0,3,0,0,0,0,-3
"3341","Gaskell, Elizabeth Cleghorn","Mary Barton",2295,NA,NA,0,1,0,0,0,0,0,0,0,0,0
"3342","Gaskell, Elizabeth Cleghorn","Mary Barton",2296,"Mary","person",0,8,0,0,4,0,4,0,4,4,4
"3343","Gaskell, Elizabeth Cleghorn","Mary Barton",2296,"Molly Gibson","person",0,8,0,0,4,0,4,0,4,4,4
"3344","Gaskell, Elizabeth Cleghorn","Mary Barton",2296,"Mary","location",0,8,0,0,4,0,4,0,4,4,4
"3345","Gaskell, Elizabeth Cleghorn","Mary Barton",2296,"Molly","person",0,8,0,0,4,0,4,0,4,4,4
"3346","Gaskell, Elizabeth Cleghorn","Mary Barton",2297,NA,NA,1,0,1,0,0,2,0,1,0,1,-2
"3347","Gaskell, Elizabeth Cleghorn","Mary Barton",2298,NA,NA,0,1,0,1,0,2,0,0,0,0,-2
"3348","Gaskell, Elizabeth Cleghorn","Mary Barton",2300,"Mary","person",0,0,0,0,6,0,6,0,0,6,6
"3349","Gaskell, Elizabeth Cleghorn","Mary Barton",2300,"Mr Carson","person",0,0,0,0,6,0,6,0,0,6,6
"3350","Gaskell, Elizabeth Cleghorn","Mary Barton",2300,"Mary","location",0,0,0,0,6,0,6,0,0,6,6
"3351","Gaskell, Elizabeth Cleghorn","Mary Barton",2300,"Carson","location",0,0,0,0,6,0,6,0,0,6,6
"3352","Gaskell, Elizabeth Cleghorn","Mary Barton",2300,"Carson","person",0,0,0,0,6,0,6,0,0,6,6
"3353","Gaskell, Elizabeth Cleghorn","Mary Barton",2300,"Ann","person",0,0,0,0,6,0,6,0,0,6,6
"3354","Gaskell, Elizabeth Cleghorn","Mary Barton",2301,NA,NA,0,1,0,0,2,0,4,0,1,2,4
"3355","Gaskell, Elizabeth Cleghorn","Mary Barton",2303,"Jem Wilson","person",12,0,4,4,0,16,0,4,0,4,-16
"3356","Gaskell, Elizabeth Cleghorn","Mary Barton",2303,"Wilson","person",12,0,4,4,0,16,0,4,0,4,-16
"3357","Gaskell, Elizabeth Cleghorn","Mary Barton",2303,"Jem","person",12,0,4,4,0,16,0,4,0,4,-16
"3358","Gaskell, Elizabeth Cleghorn","Mary Barton",2303,"Jem","location",12,0,4,4,0,16,0,4,0,4,-16
"3359","Gaskell, Elizabeth Cleghorn","Mary Barton",2304,NA,NA,0,1,0,0,1,0,1,0,0,2,1
"3360","Gaskell, Elizabeth Cleghorn","Mary Barton",2305,"Jem","person",2,4,2,4,2,4,4,2,4,2,0
"3361","Gaskell, Elizabeth Cleghorn","Mary Barton",2305,"Jem","location",2,4,2,4,2,4,4,2,4,2,0
"3362","Gaskell, Elizabeth Cleghorn","Mary Barton",2306,NA,NA,0,1,0,0,1,0,1,0,0,1,1
"3363","Gaskell, Elizabeth Cleghorn","Mary Barton",2307,"Aunt","person",2,4,0,2,8,4,12,4,0,10,8
"3364","Gaskell, Elizabeth Cleghorn","Mary Barton",2307,"Household","person",2,4,0,2,8,4,12,4,0,10,8
"3365","Gaskell, Elizabeth Cleghorn","Mary Barton",2308,"Mary","person",0,4,0,0,4,4,8,4,0,12,4
"3366","Gaskell, Elizabeth Cleghorn","Mary Barton",2308,"Aunt","person",0,4,0,0,4,4,8,4,0,12,4
"3367","Gaskell, Elizabeth Cleghorn","Mary Barton",2308,"Mary","location",0,4,0,0,4,4,8,4,0,12,4
"3368","Gaskell, Elizabeth Cleghorn","Mary Barton",2308,"Bel","person",0,4,0,0,4,4,8,4,0,12,4
"3369","Gaskell, Elizabeth Cleghorn","Mary Barton",2309,NA,NA,0,1,0,0,1,0,2,0,0,0,2
"3370","Gaskell, Elizabeth Cleghorn","Mary Barton",2310,NA,NA,0,1,0,0,0,1,0,1,0,0,-1
"3371","Gaskell, Elizabeth Cleghorn","Mary Barton",2311,"Mary","person",0,4,0,0,0,2,2,0,0,0,0
"3372","Gaskell, Elizabeth Cleghorn","Mary Barton",2311,"Mary","location",0,4,0,0,0,2,2,0,0,0,0
"3373","Gaskell, Elizabeth Cleghorn","Mary Barton",2312,"King","person",2,0,0,4,0,6,2,0,0,2,-4
"3374","Gaskell, Elizabeth Cleghorn","Mary Barton",2312,"Bel","person",2,0,0,4,0,6,2,0,0,2,-4
"3375","Gaskell, Elizabeth Cleghorn","Mary Barton",2314,"Jem","person",0,2,0,0,2,0,2,0,0,0,2
"3376","Gaskell, Elizabeth Cleghorn","Mary Barton",2314,"Jem","location",0,2,0,0,2,0,2,0,0,0,2
"3377","Gaskell, Elizabeth Cleghorn","Mary Barton",2315,"Mary","person",0,0,0,0,0,6,3,6,0,0,-3
"3378","Gaskell, Elizabeth Cleghorn","Mary Barton",2315,"Mary","location",0,0,0,0,0,6,3,6,0,0,-3
"3379","Gaskell, Elizabeth Cleghorn","Mary Barton",2315,"King","person",0,0,0,0,0,6,3,6,0,0,-3
"3380","Gaskell, Elizabeth Cleghorn","Mary Barton",2318,NA,NA,0,0,0,0,0,0,1,0,0,0,1
"3381","Gaskell, Elizabeth Cleghorn","Mary Barton",2319,"Mary","person",0,0,0,0,0,0,3,0,0,3,3
"3382","Gaskell, Elizabeth Cleghorn","Mary Barton",2319,"Mary","location",0,0,0,0,0,0,3,0,0,3,3
"3383","Gaskell, Elizabeth Cleghorn","Mary Barton",2319,"King","person",0,0,0,0,0,0,3,0,0,3,3
"3384","Gaskell, Elizabeth Cleghorn","Mary Barton",2323,NA,NA,0,1,0,1,0,2,1,0,0,0,-1
"3385","Gaskell, Elizabeth Cleghorn","Mary Barton",2325,"Mary","person",3,6,3,3,0,3,0,3,3,0,-3
"3386","Gaskell, Elizabeth Cleghorn","Mary Barton",2325,"Mary","location",3,6,3,3,0,3,0,3,3,0,-3
"3387","Gaskell, Elizabeth Cleghorn","Mary Barton",2325,"Lent","person",3,6,3,3,0,3,0,3,3,0,-3
"3388","Gaskell, Elizabeth Cleghorn","Mary Barton",2327,NA,NA,0,1,0,0,1,0,1,0,0,0,1
