"","author","title","sentence_nr","words","kind","anger","anticipation","disgust","fear","joy","negative","positive","sadness","surprise","trust","sentiment"
"1","Gaskell, Elizabeth Cleghorn","Mary Barton",2,NA,NA,0,1,0,1,0,0,0,0,1,0,0
"2","Gaskell, Elizabeth Cleghorn","Mary Barton",6,"John Barton","person",0,0,3,0,0,3,0,0,0,0,-3
"3","Gaskell, Elizabeth Cleghorn","Mary Barton",6,"Barton","person",0,0,3,0,0,3,0,0,0,0,-3
"4","Gaskell, Elizabeth Cleghorn","Mary Barton",6,"John","person",0,0,3,0,0,3,0,0,0,0,-3
"5","Gaskell, Elizabeth Cleghorn","Mary Barton",10,"Jem Wilson","person",0,8,0,0,4,0,4,0,4,4,4
"6","Gaskell, Elizabeth Cleghorn","Mary Barton",10,"Wilson","person",0,8,0,0,4,0,4,0,4,4,4
"7","Gaskell, Elizabeth Cleghorn","Mary Barton",10,"Jem","person",0,8,0,0,4,0,4,0,4,4,4
"8","Gaskell, Elizabeth Cleghorn","Mary Barton",10,"Jem","location",0,8,0,0,4,0,4,0,4,4,4
"9","Gaskell, Elizabeth Cleghorn","Mary Barton",12,"Death","location",2,1,2,2,0,2,0,2,1,0,-2
"10","Gaskell, Elizabeth Cleghorn","Mary Barton",16,"Margaret","person",0,2,0,0,0,0,2,0,0,0,2
"11","Gaskell, Elizabeth Cleghorn","Mary Barton",16,"Margaret","location",0,2,0,0,0,0,2,0,0,0,2
"12","Gaskell, Elizabeth Cleghorn","Mary Barton",20,"Gal","person",0,0,0,0,0,1,1,0,0,0,0
"13","Gaskell, Elizabeth Cleghorn","Mary Barton",30,"Lent","person",1,0,1,1,0,1,0,0,1,0,-1
"14","Gaskell, Elizabeth Cleghorn","Mary Barton",34,"Barton","person",0,1,0,0,0,0,1,0,0,1,1
"15","Gaskell, Elizabeth Cleghorn","Mary Barton",36,NA,NA,1,0,1,1,0,1,0,1,1,0,-1
"16","Gaskell, Elizabeth Cleghorn","Mary Barton",38,"Jem Wilson","person",0,0,0,4,0,4,0,0,0,0,-4
"17","Gaskell, Elizabeth Cleghorn","Mary Barton",38,"Wilson","person",0,0,0,4,0,4,0,0,0,0,-4
"18","Gaskell, Elizabeth Cleghorn","Mary Barton",38,"Jem","person",0,0,0,4,0,4,0,0,0,0,-4
"19","Gaskell, Elizabeth Cleghorn","Mary Barton",38,"Jem","location",0,0,0,4,0,4,0,0,0,0,-4
"20","Gaskell, Elizabeth Cleghorn","Mary Barton",42,"Esther","person",0,0,0,0,0,0,5,0,0,0,5
"21","Gaskell, Elizabeth Cleghorn","Mary Barton",42,"Mary","person",0,0,0,0,0,0,5,0,0,0,5
"22","Gaskell, Elizabeth Cleghorn","Mary Barton",42,"Esther","location",0,0,0,0,0,0,5,0,0,0,5
"23","Gaskell, Elizabeth Cleghorn","Mary Barton",42,"Mary","location",0,0,0,0,0,0,5,0,0,0,5
"24","Gaskell, Elizabeth Cleghorn","Mary Barton",42,"King","person",0,0,0,0,0,0,5,0,0,0,5
"25","Gaskell, Elizabeth Cleghorn","Mary Barton",44,"Mary","person",0,0,0,0,0,0,2,0,0,0,2
"26","Gaskell, Elizabeth Cleghorn","Mary Barton",44,"Mary","location",0,0,0,0,0,0,2,0,0,0,2
"27","Gaskell, Elizabeth Cleghorn","Mary Barton",46,NA,NA,0,0,0,0,0,1,0,0,0,0,-1
"28","Gaskell, Elizabeth Cleghorn","Mary Barton",48,NA,NA,1,0,1,1,0,1,0,1,0,0,-1
"29","Gaskell, Elizabeth Cleghorn","Mary Barton",50,"Mrs Wilson","person",0,0,0,0,0,0,2,0,0,2,2
"30","Gaskell, Elizabeth Cleghorn","Mary Barton",50,"Wilson","person",0,0,0,0,0,0,2,0,0,2,2
"31","Gaskell, Elizabeth Cleghorn","Mary Barton",52,"Liverpool","location",0,1,0,1,1,0,1,0,0,0,1
"32","Gaskell, Elizabeth Cleghorn","Mary Barton",56,"John Cropper","person",0,0,2,0,0,2,0,0,0,0,-2
"33","Gaskell, Elizabeth Cleghorn","Mary Barton",56,"John","person",0,0,2,0,0,2,0,0,0,0,-2
"34","Gaskell, Elizabeth Cleghorn","Mary Barton",58,"Jem","person",0,0,0,0,3,0,3,0,0,3,3
"35","Gaskell, Elizabeth Cleghorn","Mary Barton",58,"Bill","person",0,0,0,0,3,0,3,0,0,3,3
"36","Gaskell, Elizabeth Cleghorn","Mary Barton",58,"Jem","location",0,0,0,0,3,0,3,0,0,3,3
"37","Gaskell, Elizabeth Cleghorn","Mary Barton",60,"Job Legh","person",0,0,0,0,0,3,3,0,0,0,0
"38","Gaskell, Elizabeth Cleghorn","Mary Barton",60,"Job","person",0,0,0,0,0,3,3,0,0,0,0
"39","Gaskell, Elizabeth Cleghorn","Mary Barton",60,"Job","location",0,0,0,0,0,3,3,0,0,0,0
"40","Gaskell, Elizabeth Cleghorn","Mary Barton",64,NA,NA,1,0,0,0,0,1,0,1,0,0,-1
"41","Gaskell, Elizabeth Cleghorn","Mary Barton",70,NA,NA,0,0,0,0,0,0,1,0,0,0,1
"42","Gaskell, Elizabeth Cleghorn","Mary Barton",74,NA,NA,1,0,1,1,0,1,0,1,1,0,-1
"43","Gaskell, Elizabeth Cleghorn","Mary Barton",78,NA,NA,0,1,0,1,0,0,0,0,1,0,0
"44","Gaskell, Elizabeth Cleghorn","Mary Barton",80,"Mary","person",0,0,0,0,7,0,7,0,0,0,7
"45","Gaskell, Elizabeth Cleghorn","Mary Barton",80,"Jane","person",0,0,0,0,7,0,7,0,0,0,7
"46","Gaskell, Elizabeth Cleghorn","Mary Barton",80,"Fields","person",0,0,0,0,7,0,7,0,0,0,7
"47","Gaskell, Elizabeth Cleghorn","Mary Barton",80,"Richard","person",0,0,0,0,7,0,7,0,0,0,7
"48","Gaskell, Elizabeth Cleghorn","Mary Barton",80,"Mary","location",0,0,0,0,7,0,7,0,0,0,7
"49","Gaskell, Elizabeth Cleghorn","Mary Barton",80,"Rich","person",0,0,0,0,7,0,7,0,0,0,7
"50","Gaskell, Elizabeth Cleghorn","Mary Barton",80,"Richard","location",0,0,0,0,7,0,7,0,0,0,7
"51","Gaskell, Elizabeth Cleghorn","Mary Barton",82,"Fields","person",0,3,0,0,3,0,6,0,0,3,6
"52","Gaskell, Elizabeth Cleghorn","Mary Barton",82,"Manchester","location",0,3,0,0,3,0,6,0,0,3,6
"53","Gaskell, Elizabeth Cleghorn","Mary Barton",82,"Chester","location",0,3,0,0,3,0,6,0,0,3,6
"54","Gaskell, Elizabeth Cleghorn","Mary Barton",83,"Fields","person",4,2,0,0,0,6,8,0,0,6,2
"55","Gaskell, Elizabeth Cleghorn","Mary Barton",83,"Wood","person",4,2,0,0,0,6,8,0,0,6,2
"56","Gaskell, Elizabeth Cleghorn","Mary Barton",84,NA,NA,0,0,0,0,0,1,1,0,0,0,0
"57","Gaskell, Elizabeth Cleghorn","Mary Barton",85,"King","person",0,2,0,1,2,1,3,0,1,1,2
"58","Gaskell, Elizabeth Cleghorn","Mary Barton",86,"Fields","person",0,4,0,2,2,2,4,2,0,0,2
"59","Gaskell, Elizabeth Cleghorn","Mary Barton",86,"Ann","person",0,4,0,2,2,2,4,2,0,0,2
"60","Gaskell, Elizabeth Cleghorn","Mary Barton",87,"Ben","person",0,1,0,0,2,0,2,1,1,2,2
"61","Gaskell, Elizabeth Cleghorn","Mary Barton",88,"King","person",0,3,0,0,0,3,3,0,0,0,0
"62","Gaskell, Elizabeth Cleghorn","Mary Barton",88,"Bel","person",0,3,0,0,0,3,3,0,0,0,0
"63","Gaskell, Elizabeth Cleghorn","Mary Barton",88,"Banks","person",0,3,0,0,0,3,3,0,0,0,0
"64","Gaskell, Elizabeth Cleghorn","Mary Barton",89,"Mary","person",0,10,0,0,20,15,30,0,5,10,15
"65","Gaskell, Elizabeth Cleghorn","Mary Barton",89,"Sam","person",0,10,0,0,20,15,30,0,5,10,15
"66","Gaskell, Elizabeth Cleghorn","Mary Barton",89,"Mary","location",0,10,0,0,20,15,30,0,5,10,15
"67","Gaskell, Elizabeth Cleghorn","Mary Barton",89,"Urian","person",0,10,0,0,20,15,30,0,5,10,15
"68","Gaskell, Elizabeth Cleghorn","Mary Barton",89,"Urian","location",0,10,0,0,20,15,30,0,5,10,15
"69","Gaskell, Elizabeth Cleghorn","Mary Barton",90,NA,NA,0,1,0,0,3,1,5,1,1,4,4
"70","Gaskell, Elizabeth Cleghorn","Mary Barton",91,"Fields","person",0,3,0,0,3,0,4,0,0,0,4
"71","Gaskell, Elizabeth Cleghorn","Mary Barton",92,"Howe","person",1,0,1,1,0,1,1,2,0,0,0
"72","Gaskell, Elizabeth Cleghorn","Mary Barton",93,"Brown","person",0,0,0,0,6,0,6,0,0,6,6
"73","Gaskell, Elizabeth Cleghorn","Mary Barton",93,"Bel","person",0,0,0,0,6,0,6,0,0,6,6
"74","Gaskell, Elizabeth Cleghorn","Mary Barton",94,"King","person",0,0,0,0,1,0,1,0,0,0,1
"75","Gaskell, Elizabeth Cleghorn","Mary Barton",95,NA,NA,0,0,0,0,0,2,1,0,0,1,-1
"76","Gaskell, Elizabeth Cleghorn","Mary Barton",96,"Bel","person",0,0,0,0,4,2,6,4,2,2,4
"77","Gaskell, Elizabeth Cleghorn","Mary Barton",96,"Mark","person",0,0,0,0,4,2,6,4,2,2,4
"78","Gaskell, Elizabeth Cleghorn","Mary Barton",97,NA,NA,1,0,0,1,1,1,2,0,0,1,1
"79","Gaskell, Elizabeth Cleghorn","Mary Barton",98,"Fields","person",3,6,0,0,0,9,3,0,0,0,-6
"80","Gaskell, Elizabeth Cleghorn","Mary Barton",98,"Howe","person",3,6,0,0,0,9,3,0,0,0,-6
"81","Gaskell, Elizabeth Cleghorn","Mary Barton",98,"Ann","person",3,6,0,0,0,9,3,0,0,0,-6
"82","Gaskell, Elizabeth Cleghorn","Mary Barton",99,NA,NA,0,2,0,1,3,0,4,1,1,2,4
"83","Gaskell, Elizabeth Cleghorn","Mary Barton",100,"King","person",0,2,0,0,1,0,2,0,1,1,2
"84","Gaskell, Elizabeth Cleghorn","Mary Barton",101,"Manchester","location",2,2,0,2,2,0,4,0,2,0,4
"85","Gaskell, Elizabeth Cleghorn","Mary Barton",101,"Chester","location",2,2,0,2,2,0,4,0,2,0,4
"86","Gaskell, Elizabeth Cleghorn","Mary Barton",102,"Bel","person",2,2,2,4,2,8,2,4,0,0,-6
"87","Gaskell, Elizabeth Cleghorn","Mary Barton",102,"Light","location",2,2,2,4,2,8,2,4,0,0,-6
"88","Gaskell, Elizabeth Cleghorn","Mary Barton",103,"Stern","person",4,4,4,2,2,8,8,2,4,0,0
"89","Gaskell, Elizabeth Cleghorn","Mary Barton",103,"Mark","person",4,4,4,2,2,8,8,2,4,0,0
"90","Gaskell, Elizabeth Cleghorn","Mary Barton",104,"Faith","person",1,2,1,2,1,2,2,1,0,1,0
"91","Gaskell, Elizabeth Cleghorn","Mary Barton",105,NA,NA,0,1,0,0,1,3,1,2,1,1,-2
"92","Gaskell, Elizabeth Cleghorn","Mary Barton",106,"Paris","location",0,0,0,0,1,1,2,0,0,0,1
"93","Gaskell, Elizabeth Cleghorn","Mary Barton",107,"Nancy","person",2,0,1,2,0,4,1,1,0,0,-3
"94","Gaskell, Elizabeth Cleghorn","Mary Barton",108,"King","person",0,2,0,0,4,0,4,0,2,4,4
"95","Gaskell, Elizabeth Cleghorn","Mary Barton",108,"Hope","location",0,2,0,0,4,0,4,0,2,4,4
"96","Gaskell, Elizabeth Cleghorn","Mary Barton",109,"Sam","person",0,2,0,0,4,6,4,4,0,2,-2
"97","Gaskell, Elizabeth Cleghorn","Mary Barton",109,"King","person",0,2,0,0,4,6,4,4,0,2,-2
"98","Gaskell, Elizabeth Cleghorn","Mary Barton",110,NA,NA,0,0,0,0,0,0,1,1,1,0,1
"99","Gaskell, Elizabeth Cleghorn","Mary Barton",111,"Esther","person",0,0,3,0,0,6,0,3,0,0,-6
"100","Gaskell, Elizabeth Cleghorn","Mary Barton",111,"John","person",0,0,3,0,0,6,0,3,0,0,-6
"101","Gaskell, Elizabeth Cleghorn","Mary Barton",111,"Esther","location",0,0,3,0,0,6,0,3,0,0,-6
"102","Gaskell, Elizabeth Cleghorn","Mary Barton",112,"Barton","person",0,2,0,0,2,2,2,4,0,2,0
"103","Gaskell, Elizabeth Cleghorn","Mary Barton",112,"Mrs Barton","person",0,2,0,0,2,2,2,4,0,2,0
"104","Gaskell, Elizabeth Cleghorn","Mary Barton",113,"John Barton","person",0,0,3,0,0,3,0,0,0,0,-3
"105","Gaskell, Elizabeth Cleghorn","Mary Barton",113,"Barton","person",0,0,3,0,0,3,0,0,0,0,-3
"106","Gaskell, Elizabeth Cleghorn","Mary Barton",113,"John","person",0,0,3,0,0,3,0,0,0,0,-3
"107","Gaskell, Elizabeth Cleghorn","Mary Barton",114,"Mary","person",4,0,0,0,0,4,0,0,0,0,-4
"108","Gaskell, Elizabeth Cleghorn","Mary Barton",114,"Mrs Wilson","person",4,0,0,0,0,4,0,0,0,0,-4
"109","Gaskell, Elizabeth Cleghorn","Mary Barton",114,"Wilson","person",4,0,0,0,0,4,0,0,0,0,-4
"110","Gaskell, Elizabeth Cleghorn","Mary Barton",114,"Mary","location",4,0,0,0,0,4,0,0,0,0,-4
"111","Gaskell, Elizabeth Cleghorn","Mary Barton",116,"King","person",0,1,0,0,0,1,0,0,0,0,-1
"112","Gaskell, Elizabeth Cleghorn","Mary Barton",117,"Esther","person",0,4,0,0,16,4,20,4,0,8,16
"113","Gaskell, Elizabeth Cleghorn","Mary Barton",117,"Mrs Wilson","person",0,4,0,0,16,4,20,4,0,8,16
"114","Gaskell, Elizabeth Cleghorn","Mary Barton",117,"Wilson","person",0,4,0,0,16,4,20,4,0,8,16
"115","Gaskell, Elizabeth Cleghorn","Mary Barton",117,"Esther","location",0,4,0,0,16,4,20,4,0,8,16
"116","Gaskell, Elizabeth Cleghorn","Mary Barton",118,NA,NA,0,0,0,0,1,0,1,0,0,1,1
"117","Gaskell, Elizabeth Cleghorn","Mary Barton",119,"Barton","person",0,0,0,0,1,2,1,3,0,0,-1
"118","Gaskell, Elizabeth Cleghorn","Mary Barton",123,"Mrs Bradshaw","person",3,6,0,3,3,3,3,3,0,0,0
"119","Gaskell, Elizabeth Cleghorn","Mary Barton",123,"King","person",3,6,0,3,3,3,3,3,0,0,0
"120","Gaskell, Elizabeth Cleghorn","Mary Barton",123,"Bradshaw","person",3,6,0,3,3,3,3,3,0,0,0
"121","Gaskell, Elizabeth Cleghorn","Mary Barton",124,NA,NA,0,2,1,1,2,1,2,0,1,2,1
"122","Gaskell, Elizabeth Cleghorn","Mary Barton",125,"Barton","person",0,0,0,0,0,0,1,1,0,0,1
"123","Gaskell, Elizabeth Cleghorn","Mary Barton",127,"Esther","person",0,0,0,0,0,0,5,0,0,0,5
"124","Gaskell, Elizabeth Cleghorn","Mary Barton",127,"Manchester","location",0,0,0,0,0,0,5,0,0,0,5
"125","Gaskell, Elizabeth Cleghorn","Mary Barton",127,"Esther","location",0,0,0,0,0,0,5,0,0,0,5
"126","Gaskell, Elizabeth Cleghorn","Mary Barton",127,"Chester","location",0,0,0,0,0,0,5,0,0,0,5
"127","Gaskell, Elizabeth Cleghorn","Mary Barton",127,"King","person",0,0,0,0,0,0,5,0,0,0,5
"128","Gaskell, Elizabeth Cleghorn","Mary Barton",128,NA,NA,0,1,0,0,1,0,1,0,0,1,1
"129","Gaskell, Elizabeth Cleghorn","Mary Barton",129,NA,NA,0,0,0,1,1,1,1,0,0,0,0
"130","Gaskell, Elizabeth Cleghorn","Mary Barton",131,"Esther","person",0,3,0,0,6,6,9,3,0,9,3
"131","Gaskell, Elizabeth Cleghorn","Mary Barton",131,"Esther","location",0,3,0,0,6,6,9,3,0,9,3
"132","Gaskell, Elizabeth Cleghorn","Mary Barton",131,"King","person",0,3,0,0,6,6,9,3,0,9,3
"133","Gaskell, Elizabeth Cleghorn","Mary Barton",132,NA,NA,0,0,0,0,1,0,1,0,0,1,1
"134","Gaskell, Elizabeth Cleghorn","Mary Barton",134,"Lent","person",0,0,0,0,0,0,1,0,0,0,1
"135","Gaskell, Elizabeth Cleghorn","Mary Barton",135,"Mary","person",0,0,0,0,0,0,3,0,0,0,3
"136","Gaskell, Elizabeth Cleghorn","Mary Barton",135,"Mary","location",0,0,0,0,0,0,3,0,0,0,3
"137","Gaskell, Elizabeth Cleghorn","Mary Barton",135,"Hall","person",0,0,0,0,0,0,3,0,0,0,3
"138","Gaskell, Elizabeth Cleghorn","Mary Barton",136,"Esther","person",7,14,0,0,14,21,14,7,7,14,-7
"139","Gaskell, Elizabeth Cleghorn","Mary Barton",136,"Mary","person",7,14,0,0,14,21,14,7,7,14,-7
"140","Gaskell, Elizabeth Cleghorn","Mary Barton",136,"Esther","location",7,14,0,0,14,21,14,7,7,14,-7
"141","Gaskell, Elizabeth Cleghorn","Mary Barton",136,"Mary","location",7,14,0,0,14,21,14,7,7,14,-7
"142","Gaskell, Elizabeth Cleghorn","Mary Barton",136,"King","person",7,14,0,0,14,21,14,7,7,14,-7
"143","Gaskell, Elizabeth Cleghorn","Mary Barton",136,"Miss","person",7,14,0,0,14,21,14,7,7,14,-7
"144","Gaskell, Elizabeth Cleghorn","Mary Barton",136,"Miss","location",7,14,0,0,14,21,14,7,7,14,-7
"145","Gaskell, Elizabeth Cleghorn","Mary Barton",137,"Esther","person",2,0,2,4,2,2,2,4,0,2,0
"146","Gaskell, Elizabeth Cleghorn","Mary Barton",137,"Esther","location",2,0,2,4,2,2,2,4,0,2,0
"147","Gaskell, Elizabeth Cleghorn","Mary Barton",138,"John","person",0,0,1,0,0,1,0,0,0,0,-1
"148","Gaskell, Elizabeth Cleghorn","Mary Barton",139,"Mary","person",4,0,2,4,0,6,0,4,0,0,-6
"149","Gaskell, Elizabeth Cleghorn","Mary Barton",139,"Mary","location",4,0,2,4,0,6,0,4,0,0,-6
"150","Gaskell, Elizabeth Cleghorn","Mary Barton",140,NA,NA,0,3,0,0,3,0,3,0,0,2,3
"151","Gaskell, Elizabeth Cleghorn","Mary Barton",141,NA,NA,0,1,0,0,0,0,1,0,0,0,1
"152","Gaskell, Elizabeth Cleghorn","Mary Barton",142,NA,NA,0,1,0,0,1,0,1,0,0,1,1
"153","Gaskell, Elizabeth Cleghorn","Mary Barton",144,"John Barton","person",0,3,3,3,3,6,3,3,3,3,-3
"154","Gaskell, Elizabeth Cleghorn","Mary Barton",144,"Barton","person",0,3,3,3,3,6,3,3,3,3,-3
"155","Gaskell, Elizabeth Cleghorn","Mary Barton",144,"John","person",0,3,3,3,3,6,3,3,3,3,-3
"156","Gaskell, Elizabeth Cleghorn","Mary Barton",145,NA,NA,0,1,0,0,0,0,0,0,0,0,0
"157","Gaskell, Elizabeth Cleghorn","Mary Barton",146,"Mary","person",0,3,0,0,0,0,0,0,0,0,0
"158","Gaskell, Elizabeth Cleghorn","Mary Barton",146,"Mary","location",0,3,0,0,0,0,0,0,0,0,0
"159","Gaskell, Elizabeth Cleghorn","Mary Barton",146,"Ann","person",0,3,0,0,0,0,0,0,0,0,0
"160","Gaskell, Elizabeth Cleghorn","Mary Barton",149,NA,NA,2,0,0,1,0,2,0,0,1,0,-2
"161","Gaskell, Elizabeth Cleghorn","Mary Barton",150,NA,NA,0,1,0,0,1,0,1,0,0,1,1
"162","Gaskell, Elizabeth Cleghorn","Mary Barton",151,"Mary","person",0,3,0,0,3,0,3,0,0,3,3
"163","Gaskell, Elizabeth Cleghorn","Mary Barton",151,"Mary","location",0,3,0,0,3,0,3,0,0,3,3
"164","Gaskell, Elizabeth Cleghorn","Mary Barton",151,"King","person",0,3,0,0,3,0,3,0,0,3,3
"165","Gaskell, Elizabeth Cleghorn","Mary Barton",152,"Mary","person",2,2,2,2,2,2,2,2,0,0,0
"166","Gaskell, Elizabeth Cleghorn","Mary Barton",152,"Mary","location",2,2,2,2,2,2,2,2,0,0,0
"167","Gaskell, Elizabeth Cleghorn","Mary Barton",153,NA,NA,0,1,0,0,1,0,1,0,0,1,1
"168","Gaskell, Elizabeth Cleghorn","Mary Barton",154,"Mary","person",0,0,0,0,0,6,0,6,3,0,-6
"169","Gaskell, Elizabeth Cleghorn","Mary Barton",154,"Wilson","person",0,0,0,0,0,6,0,6,3,0,-6
"170","Gaskell, Elizabeth Cleghorn","Mary Barton",154,"Mary","location",0,0,0,0,0,6,0,6,3,0,-6
"171","Gaskell, Elizabeth Cleghorn","Mary Barton",157,"Don","person",0,4,0,8,0,8,8,4,0,0,0
"172","Gaskell, Elizabeth Cleghorn","Mary Barton",157,"Bread","person",0,4,0,8,0,8,8,4,0,0,0
"173","Gaskell, Elizabeth Cleghorn","Mary Barton",157,"Ann","person",0,4,0,8,0,8,8,4,0,0,0
"174","Gaskell, Elizabeth Cleghorn","Mary Barton",157,"God","location",0,4,0,8,0,8,8,4,0,0,0
"175","Gaskell, Elizabeth Cleghorn","Mary Barton",158,"Wilson","person",0,0,0,0,1,0,1,0,0,0,1
"176","Gaskell, Elizabeth Cleghorn","Mary Barton",159,"Barton","person",3,3,6,3,0,6,3,3,3,3,-3
"177","Gaskell, Elizabeth Cleghorn","Mary Barton",159,"Don","person",3,3,6,3,0,6,3,3,3,3,-3
"178","Gaskell, Elizabeth Cleghorn","Mary Barton",159,"Light","location",3,3,6,3,0,6,3,3,3,3,-3
"179","Gaskell, Elizabeth Cleghorn","Mary Barton",160,"Tom","person",2,2,2,6,6,6,6,4,0,4,0
"180","Gaskell, Elizabeth Cleghorn","Mary Barton",160,"Rich","person",2,2,2,6,6,6,6,4,0,4,0
"181","Gaskell, Elizabeth Cleghorn","Mary Barton",161,"Rich","person",4,2,4,2,2,6,2,4,0,4,-4
"182","Gaskell, Elizabeth Cleghorn","Mary Barton",161,"Lent","person",4,2,4,2,2,6,2,4,0,4,-4
"183","Gaskell, Elizabeth Cleghorn","Mary Barton",162,"Mary","person",4,4,4,4,4,8,4,4,0,4,-4
"184","Gaskell, Elizabeth Cleghorn","Mary Barton",162,"Mary","location",4,4,4,4,4,8,4,4,0,4,-4
"185","Gaskell, Elizabeth Cleghorn","Mary Barton",162,"Rich","person",4,4,4,4,4,8,4,4,0,4,-4
"186","Gaskell, Elizabeth Cleghorn","Mary Barton",162,"Death","location",4,4,4,4,4,8,4,4,0,4,-4
"187","Gaskell, Elizabeth Cleghorn","Mary Barton",163,"Rich","person",0,0,0,0,0,0,1,0,0,0,1
"188","Gaskell, Elizabeth Cleghorn","Mary Barton",164,NA,NA,1,1,0,2,2,1,4,1,1,1,3
"189","Gaskell, Elizabeth Cleghorn","Mary Barton",165,"Esther","person",0,0,0,7,28,14,28,7,14,14,14
"190","Gaskell, Elizabeth Cleghorn","Mary Barton",165,"Mary","person",0,0,0,7,28,14,28,7,14,14,14
"191","Gaskell, Elizabeth Cleghorn","Mary Barton",165,"Wilson","person",0,0,0,7,28,14,28,7,14,14,14
"192","Gaskell, Elizabeth Cleghorn","Mary Barton",165,"Esther","location",0,0,0,7,28,14,28,7,14,14,14
"193","Gaskell, Elizabeth Cleghorn","Mary Barton",165,"Mary","location",0,0,0,7,28,14,28,7,14,14,14
"194","Gaskell, Elizabeth Cleghorn","Mary Barton",165,"King","person",0,0,0,7,28,14,28,7,14,14,14
"195","Gaskell, Elizabeth Cleghorn","Mary Barton",165,"Ann","person",0,0,0,7,28,14,28,7,14,14,14
"196","Gaskell, Elizabeth Cleghorn","Mary Barton",166,"Esther","person",4,20,0,0,12,0,20,0,4,12,20
"197","Gaskell, Elizabeth Cleghorn","Mary Barton",166,"Mrs Bradshaw","person",4,20,0,0,12,0,20,0,4,12,20
"198","Gaskell, Elizabeth Cleghorn","Mary Barton",166,"Esther","location",4,20,0,0,12,0,20,0,4,12,20
"199","Gaskell, Elizabeth Cleghorn","Mary Barton",166,"Bradshaw","person",4,20,0,0,12,0,20,0,4,12,20
"200","Gaskell, Elizabeth Cleghorn","Mary Barton",167,"Esther","person",0,0,0,4,0,8,0,4,4,0,-8
"201","Gaskell, Elizabeth Cleghorn","Mary Barton",167,"Esther","location",0,0,0,4,0,8,0,4,4,0,-8
"202","Gaskell, Elizabeth Cleghorn","Mary Barton",167,"Miss","person",0,0,0,4,0,8,0,4,4,0,-8
"203","Gaskell, Elizabeth Cleghorn","Mary Barton",167,"Miss","location",0,0,0,4,0,8,0,4,4,0,-8
"204","Gaskell, Elizabeth Cleghorn","Mary Barton",168,"Esther","person",0,4,0,0,4,4,4,4,0,4,0
"205","Gaskell, Elizabeth Cleghorn","Mary Barton",168,"Mary","person",0,4,0,0,4,4,4,4,0,4,0
"206","Gaskell, Elizabeth Cleghorn","Mary Barton",168,"Esther","location",0,4,0,0,4,4,4,4,0,4,0
"207","Gaskell, Elizabeth Cleghorn","Mary Barton",168,"Mary","location",0,4,0,0,4,4,4,4,0,4,0
"208","Gaskell, Elizabeth Cleghorn","Mary Barton",170,NA,NA,0,0,0,1,0,0,2,0,0,2,2
"209","Gaskell, Elizabeth Cleghorn","Mary Barton",171,"Esther","person",4,4,4,0,4,4,4,0,0,8,0
"210","Gaskell, Elizabeth Cleghorn","Mary Barton",171,"Esther","location",4,4,4,0,4,4,4,0,0,8,0
"211","Gaskell, Elizabeth Cleghorn","Mary Barton",171,"King","person",4,4,4,0,4,4,4,0,0,8,0
"212","Gaskell, Elizabeth Cleghorn","Mary Barton",171,"Bel","person",4,4,4,0,4,4,4,0,0,8,0
"213","Gaskell, Elizabeth Cleghorn","Mary Barton",173,"Mary","person",5,5,5,5,0,5,0,5,5,0,-5
"214","Gaskell, Elizabeth Cleghorn","Mary Barton",173,"Tom","person",5,5,5,5,0,5,0,5,5,0,-5
"215","Gaskell, Elizabeth Cleghorn","Mary Barton",173,"Sam","person",5,5,5,5,0,5,0,5,5,0,-5
"216","Gaskell, Elizabeth Cleghorn","Mary Barton",173,"Mary","location",5,5,5,5,0,5,0,5,5,0,-5
"217","Gaskell, Elizabeth Cleghorn","Mary Barton",173,"Death","location",5,5,5,5,0,5,0,5,5,0,-5
"218","Gaskell, Elizabeth Cleghorn","Mary Barton",176,"Alice","person",0,0,0,0,0,2,2,2,0,2,0
"219","Gaskell, Elizabeth Cleghorn","Mary Barton",176,"Barber Street","person",0,0,0,0,0,2,2,2,0,2,0
"220","Gaskell, Elizabeth Cleghorn","Mary Barton",177,"Alice","person",0,1,0,0,0,0,1,0,0,1,1
"221","Gaskell, Elizabeth Cleghorn","Mary Barton",178,"Alice","person",2,2,2,2,2,2,4,2,0,0,2
"222","Gaskell, Elizabeth Cleghorn","Mary Barton",178,"Don","person",2,2,2,2,2,2,4,2,0,0,2
"223","Gaskell, Elizabeth Cleghorn","Mary Barton",179,"Barton","person",0,0,0,0,0,0,4,0,0,4,4
"224","Gaskell, Elizabeth Cleghorn","Mary Barton",179,"Mary","person",0,0,0,0,0,0,4,0,0,4,4
"225","Gaskell, Elizabeth Cleghorn","Mary Barton",179,"Wilson","person",0,0,0,0,0,0,4,0,0,4,4
"226","Gaskell, Elizabeth Cleghorn","Mary Barton",179,"Mary","location",0,0,0,0,0,0,4,0,0,4,4
"227","Gaskell, Elizabeth Cleghorn","Mary Barton",180,"Mary","person",0,0,0,0,12,0,12,0,0,12,12
"228","Gaskell, Elizabeth Cleghorn","Mary Barton",180,"Howe","person",0,0,0,0,12,0,12,0,0,12,12
"229","Gaskell, Elizabeth Cleghorn","Mary Barton",180,"Mary","location",0,0,0,0,12,0,12,0,0,12,12
"230","Gaskell, Elizabeth Cleghorn","Mary Barton",180,"Stern","person",0,0,0,0,12,0,12,0,0,12,12
"231","Gaskell, Elizabeth Cleghorn","Mary Barton",180,"King","person",0,0,0,0,12,0,12,0,0,12,12
